latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-41.09283,175.78372,338.3,0.56,0.69,2026-05-21,117,N,VIIRS,n,2.0NRT,282.97,3.65,D
-46.24953,169.50998,326.46,0.39,0.36,2026-05-21,258,N,VIIRS,n,2.0NRT,283.07,3.28,D
-46.15331,169.55708,329.41,0.39,0.36,2026-05-21,258,N,VIIRS,n,2.0NRT,283.71,2.58,D
-46.08426,168.40788,330.33,0.38,0.36,2026-05-21,258,N,VIIRS,n,2.0NRT,279.64,2.13,D
-46.08094,168.4068,329.8,0.38,0.36,2026-05-21,258,N,VIIRS,n,2.0NRT,283.68,6.92,D
-42.41647,147.6328,327.21,0.78,0.78,2026-05-21,300,N,VIIRS,n,2.0NRT,275.56,13.11,D
-42.41448,147.62408,341.62,0.78,0.78,2026-05-21,300,N,VIIRS,n,2.0NRT,277.59,13.69,D
-41.32505,147.93599,367.0,0.75,0.77,2026-05-21,300,N,VIIRS,h,2.0NRT,297.01,218.21,D
-41.1137,147.6544,332.93,0.78,0.78,2026-05-21,300,N,VIIRS,n,2.0NRT,283.26,9.78,D
-41.11153,147.65846,345.17,0.78,0.78,2026-05-21,300,N,VIIRS,n,2.0NRT,282.57,8.97,D
-40.01415,175.4241,353.97,0.53,0.5,2026-05-21,300,N,VIIRS,n,2.0NRT,276.98,11.71,D
-37.45309,174.92799,337.84,0.58,0.52,2026-05-21,300,N,VIIRS,n,2.0NRT,286.1,3.61,D
-35.56142,148.22017,325.74,0.69,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,284.79,6.28,D
-35.55817,148.22301,354.35,0.69,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,287.07,13.47,D
-35.55111,148.22247,356.8,0.69,0.74,2026-05-21,302,N,VIIRS,l,2.0NRT,288.68,19.85,D
-34.46074,150.88617,327.91,0.48,0.65,2026-05-21,302,N,VIIRS,n,2.0NRT,290.89,4.4,D
-34.45993,150.88411,334.86,0.48,0.65,2026-05-21,302,N,VIIRS,n,2.0NRT,287.7,4.44,D
-33.91482,150.65324,328.55,0.49,0.65,2026-05-21,302,N,VIIRS,n,2.0NRT,290.55,3.57,D
-33.81101,149.16258,330.32,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,286.3,6.85,D
-33.81076,149.16905,349.07,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,286.71,6.85,D
-33.80766,149.16695,350.27,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,288.0,12.15,D
-33.80504,149.14406,345.08,0.6,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,285.7,7.29,D
-33.80481,149.15019,339.71,0.6,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,288.62,12.2,D
-33.80408,149.16885,340.28,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,287.28,6.85,D
-33.80158,149.14832,356.74,0.6,0.71,2026-05-21,302,N,VIIRS,l,2.0NRT,288.56,14.99,D
-33.80138,149.15436,337.77,0.6,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,288.96,18.35,D
-33.80097,149.16685,354.14,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,287.27,12.15,D
-33.80076,149.17331,356.74,0.6,0.7,2026-05-21,302,N,VIIRS,l,2.0NRT,287.17,12.15,D
-33.79811,149.15018,337.15,0.6,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,288.02,11.5,D
-33.79739,149.16899,356.36,0.6,0.7,2026-05-21,302,N,VIIRS,l,2.0NRT,288.63,19.12,D
-33.79428,149.16687,328.96,0.6,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,285.8,4.9,D
-32.23102,149.50002,328.44,0.56,0.69,2026-05-21,302,N,VIIRS,n,2.0NRT,291.92,3.31,D
-32.17263,149.02539,367.0,0.59,0.7,2026-05-21,302,N,VIIRS,h,2.0NRT,295.64,9.19,D
-32.17236,149.03223,325.51,0.59,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,292.52,16.29,D
-32.16886,149.0235,367.0,0.59,0.7,2026-05-21,302,N,VIIRS,h,2.0NRT,294.24,11.77,D
-32.16855,149.03021,342.23,0.59,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,292.78,11.77,D
-32.16599,149.0248,338.82,0.59,0.7,2026-05-21,302,N,VIIRS,n,2.0NRT,292.28,9.19,D
-32.12145,148.5399,325.16,0.63,0.72,2026-05-21,302,N,VIIRS,n,2.0NRT,289.84,5.65,D
-30.64727,147.84354,329.35,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,291.95,4.68,D
-30.643,147.8387,325.85,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,291.08,4.88,D
-30.64269,147.84619,341.37,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,291.17,4.88,D
-30.64027,147.84322,336.64,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,290.72,5.12,D
-30.4626,148.65271,330.03,0.61,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,293.26,4.42,D
-30.45681,148.63235,342.65,0.61,0.71,2026-05-21,302,N,VIIRS,n,2.0NRT,293.31,7.45,D
-30.21956,147.76221,327.59,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,294.18,5.18,D
-30.21925,147.76968,340.83,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,294.54,8.45,D
-30.21256,147.76189,351.81,0.68,0.74,2026-05-21,302,N,VIIRS,n,2.0NRT,293.97,9.02,D
-28.86374,149.88129,339.92,0.5,0.66,2026-05-21,304,N,VIIRS,n,2.0NRT,296.91,7.31,D
-28.85835,147.71086,343.17,0.67,0.74,2026-05-21,304,N,VIIRS,n,2.0NRT,299.7,8.26,D
-28.85802,147.71809,367.0,0.67,0.74,2026-05-21,304,N,VIIRS,h,2.0NRT,299.48,8.26,D
-28.85756,149.8808,336.21,0.5,0.66,2026-05-21,304,N,VIIRS,n,2.0NRT,295.7,5.19,D
-28.85723,149.88611,341.25,0.5,0.66,2026-05-21,304,N,VIIRS,n,2.0NRT,296.81,7.09,D
-28.85139,147.71051,337.27,0.67,0.74,2026-05-21,304,N,VIIRS,n,2.0NRT,297.55,8.26,D
-28.85106,147.71773,339.68,0.67,0.74,2026-05-21,304,N,VIIRS,n,2.0NRT,297.4,8.26,D
-28.64854,148.51897,329.35,0.6,0.7,2026-05-21,304,N,VIIRS,n,2.0NRT,298.16,2.26,D
-28.64473,148.51682,340.55,0.6,0.7,2026-05-21,304,N,VIIRS,n,2.0NRT,297.5,6.03,D
-28.64188,148.51854,329.56,0.6,0.7,2026-05-21,304,N,VIIRS,n,2.0NRT,296.65,2.26,D
-28.36382,150.66833,334.09,0.44,0.63,2026-05-21,304,N,VIIRS,n,2.0NRT,296.1,6.01,D
-28.3635,150.67303,367.0,0.44,0.63,2026-05-21,304,N,VIIRS,h,2.0NRT,298.48,6.01,D
-28.36317,150.67773,331.06,0.44,0.62,2026-05-21,304,N,VIIRS,n,2.0NRT,295.54,9.25,D
-28.35761,150.67253,334.94,0.44,0.63,2026-05-21,304,N,VIIRS,n,2.0NRT,292.26,6.01,D
-28.30285,150.63174,334.42,0.44,0.63,2026-05-21,304,N,VIIRS,n,2.0NRT,295.74,12.32,D
-28.30251,150.63644,367.0,0.44,0.63,2026-05-21,304,N,VIIRS,h,2.0NRT,303.67,32.04,D
-28.29695,150.6313,333.62,0.44,0.63,2026-05-21,304,N,VIIRS,n,2.0NRT,294.18,13.3,D
-28.29662,150.63597,367.0,0.44,0.63,2026-05-21,304,N,VIIRS,h,2.0NRT,301.54,21.9,D
-28.29629,150.64067,332.25,0.44,0.63,2026-05-21,304,N,VIIRS,n,2.0NRT,295.94,21.9,D
-28.06622,149.66429,331.6,0.51,0.66,2026-05-21,304,N,VIIRS,n,2.0NRT,296.48,2.24,D
-28.01174,150.3181,334.2,0.46,0.64,2026-05-21,304,N,VIIRS,n,2.0NRT,297.11,5.77,D
-28.01139,150.32301,331.86,0.46,0.64,2026-05-21,304,N,VIIRS,n,2.0NRT,297.18,6.19,D
-28.00575,150.31758,348.7,0.46,0.64,2026-05-21,304,N,VIIRS,n,2.0NRT,298.17,6.98,D
-28.00541,150.32249,334.72,0.46,0.64,2026-05-21,304,N,VIIRS,n,2.0NRT,297.57,8.04,D
-27.42034,152.36343,336.56,0.34,0.56,2026-05-21,304,N,VIIRS,n,2.0NRT,293.65,2.11,D
-25.49185,152.61707,329.19,0.63,0.54,2026-05-21,304,N,VIIRS,n,2.0NRT,293.06,6.75,D
-25.49125,152.6234,330.37,0.63,0.54,2026-05-21,304,N,VIIRS,n,2.0NRT,293.48,6.75,D
-24.85153,152.18053,331.35,0.33,0.55,2026-05-21,304,N,VIIRS,n,2.0NRT,300.93,2.3,D
-24.76354,151.64589,352.26,0.35,0.57,2026-05-21,304,N,VIIRS,n,2.0NRT,297.0,5.49,D
-24.68417,151.23471,329.94,0.37,0.58,2026-05-21,304,N,VIIRS,n,2.0NRT,294.39,2.52,D
-24.67868,151.23433,353.15,0.37,0.58,2026-05-21,304,N,VIIRS,n,2.0NRT,294.58,7.04,D
-22.8075,150.12534,351.97,0.42,0.61,2026-05-21,304,N,VIIRS,n,2.0NRT,296.16,6.7,D
-22.80714,150.12958,344.23,0.42,0.61,2026-05-21,304,N,VIIRS,n,2.0NRT,297.81,11.3,D
-22.80687,150.12529,367.0,0.42,0.61,2026-05-21,304,N,VIIRS,h,2.0NRT,297.44,7.7,D
-22.80649,150.12955,329.75,0.42,0.61,2026-05-21,304,N,VIIRS,n,2.0NRT,297.22,10.46,D
-22.44627,150.29704,367.0,0.41,0.6,2026-05-21,304,N,VIIRS,h,2.0NRT,299.39,11.54,D
-22.44371,150.32498,327.31,0.4,0.6,2026-05-21,304,N,VIIRS,n,2.0NRT,294.72,1.66,D
-22.41486,147.79121,345.0,0.58,0.7,2026-05-21,306,N,VIIRS,n,2.0NRT,304.09,7.31,D
-22.40873,147.78473,328.65,0.58,0.7,2026-05-21,306,N,VIIRS,n,2.0NRT,299.67,6.3,D
-22.40829,147.7906,367.0,0.58,0.7,2026-05-21,306,N,VIIRS,h,2.0NRT,304.31,6.3,D
-22.40786,147.79648,336.62,0.58,0.7,2026-05-21,306,N,VIIRS,n,2.0NRT,303.05,10.12,D
-22.40174,147.78995,335.13,0.58,0.7,2026-05-21,306,N,VIIRS,n,2.0NRT,301.24,6.3,D
-22.4013,147.79584,339.76,0.58,0.7,2026-05-21,306,N,VIIRS,n,2.0NRT,303.57,10.12,D
-19.67742,146.99895,367.0,0.61,0.71,2026-05-21,306,N,VIIRS,h,2.0NRT,308.86,78.07,D
-19.56564,146.33585,327.65,0.68,0.74,2026-05-21,306,N,VIIRS,l,2.0NRT,298.29,6.11,D
-19.56413,146.33728,336.48,0.68,0.74,2026-05-21,306,N,VIIRS,n,2.0NRT,299.73,9.13,D
-19.55872,146.33501,355.88,0.68,0.74,2026-05-21,306,N,VIIRS,n,2.0NRT,298.93,13.54,D
-19.55721,146.33646,337.92,0.68,0.74,2026-05-21,306,N,VIIRS,n,2.0NRT,296.77,9.13,D
-19.20045,145.89714,333.37,0.71,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.67,4.2,D
-19.19927,145.91127,325.99,0.71,0.75,2026-05-21,306,N,VIIRS,l,2.0NRT,296.84,7.88,D
-19.19668,145.89862,326.66,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,296.1,7.4,D
-19.19009,145.89139,333.43,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.11,6.49,D
-19.18676,145.89003,331.87,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.57,8.27,D
-19.18607,146.03545,336.14,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.91,7.85,D
-19.1838,146.01106,338.9,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.47,8.02,D
-19.18352,145.88391,329.98,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.41,8.57,D
-19.18195,146.03305,345.34,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.32,14.43,D
-19.18076,146.01248,340.26,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.61,9.2,D
-19.18022,146.01944,330.67,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,293.8,9.2,D
-19.18011,146.05489,325.69,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,293.97,11.95,D
-19.17964,146.02692,336.25,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.26,7.85,D
-19.17788,146.04967,337.54,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,292.2,12.92,D
-19.17737,146.05627,367.0,0.7,0.75,2026-05-21,306,N,VIIRS,h,2.0NRT,297.08,21.86,D
-19.17727,146.0043,330.87,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.63,8.02,D
-19.17698,145.87605,340.43,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,298.16,9.07,D
-19.17616,146.01758,337.1,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,292.73,13.43,D
-19.17554,146.02492,348.05,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.35,13.43,D
-19.17472,145.99883,330.08,0.71,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,294.49,8.23,D
-19.17379,145.87407,336.85,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,299.04,11.23,D
-19.17316,146.01903,329.61,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,291.86,6.04,D
-19.17307,146.05443,367.0,0.7,0.75,2026-05-21,306,N,VIIRS,h,2.0NRT,294.45,11.95,D
-19.17254,146.06079,332.77,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,293.68,16.69,D
-19.17047,145.86754,325.59,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,295.33,7.11,D
-19.1579,146.06682,327.14,0.7,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,293.72,5.84,D
-19.15273,145.86935,367.0,0.72,0.75,2026-05-21,306,N,VIIRS,h,2.0NRT,299.58,14.41,D
-19.15205,145.87779,335.6,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,299.95,14.41,D
-19.15146,145.88498,332.95,0.72,0.75,2026-05-21,306,N,VIIRS,n,2.0NRT,298.89,16.62,D
-19.14568,145.86806,367.0,0.72,0.75,2026-05-21,306,N,VIIRS,h,2.0NRT,295.64,14.41,D
-19.1451,145.87535,367.0,0.72,0.75,2026-05-21,306,N,VIIRS,h,2.0NRT,299.78,14.41,D
-17.81601,145.18008,345.31,0.77,0.77,2026-05-21,306,N,VIIRS,n,2.0NRT,292.96,11.04,D
-17.8156,145.17892,347.39,0.77,0.77,2026-05-21,306,N,VIIRS,n,2.0NRT,293.41,10.5,D
-15.71856,144.8349,327.99,0.77,0.77,2026-05-21,308,N,VIIRS,n,2.0NRT,290.75,4.97,D
-15.23786,144.66397,333.88,0.78,0.78,2026-05-21,308,N,VIIRS,n,2.0NRT,292.16,6.62,D
-15.23646,144.66753,337.65,0.78,0.78,2026-05-21,308,N,VIIRS,n,2.0NRT,292.39,7.88,D
-15.19991,144.66412,327.18,0.78,0.78,2026-05-21,308,N,VIIRS,n,2.0NRT,291.64,3.63,D
-10.2151,149.12767,345.1,0.34,0.56,2026-05-21,308,N,VIIRS,n,2.0NRT,292.0,3.68,D
-10.21489,149.12939,335.65,0.34,0.56,2026-05-21,308,N,VIIRS,n,2.0NRT,292.22,5.41,D
-9.86647,149.45847,347.75,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,292.66,5.24,D
-9.86524,149.45709,338.13,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,289.39,5.15,D
-9.86492,149.45956,334.87,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,293.27,5.01,D
-9.57768,149.36513,337.87,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,295.07,1.82,D
-9.53028,149.31134,327.42,0.33,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,295.38,1.46,D
-9.42703,160.32552,329.31,0.44,0.38,2026-05-21,308,N,VIIRS,n,2.0NRT,291.03,3.97,D
-9.41187,160.17325,332.38,0.43,0.38,2026-05-21,308,N,VIIRS,n,2.0NRT,291.58,3.74,D
-9.34286,149.11722,326.09,0.33,0.56,2026-05-21,308,N,VIIRS,n,2.0NRT,294.73,2.12,D
-9.07793,149.31006,329.43,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,294.97,1.61,D
-9.06667,149.31725,345.06,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,294.45,3.21,D
-9.06382,149.29965,336.64,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,294.41,2.71,D
-9.05076,149.10191,331.59,0.33,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,294.49,1.78,D
-9.04974,149.28897,367.0,0.32,0.55,2026-05-21,308,N,VIIRS,h,2.0NRT,296.68,6.62,D
-9.04937,149.29179,329.79,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,295.21,5.71,D
-9.02265,149.27063,328.28,0.32,0.55,2026-05-21,308,N,VIIRS,n,2.0NRT,294.96,0.88,D
-6.09581,147.59683,342.73,0.38,0.59,2026-05-21,310,N,VIIRS,n,2.0NRT,271.87,6.92,D
-42.83176,146.85681,334.84,0.5,0.41,2026-05-21,440,N,VIIRS,n,2.0NRT,281.44,64.86,D
-42.82807,146.85532,208.0,0.5,0.41,2026-05-21,440,N,VIIRS,l,2.0NRT,324.48,64.86,D
-42.82676,146.86174,354.86,0.5,0.41,2026-05-21,440,N,VIIRS,n,2.0NRT,292.92,64.86,D
-42.82434,146.85402,346.17,0.5,0.41,2026-05-21,440,N,VIIRS,n,2.0NRT,289.22,44.31,D
-42.82304,146.86041,345.97,0.5,0.41,2026-05-21,440,N,VIIRS,n,2.0NRT,280.84,44.31,D
-42.4216,147.43564,334.64,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,287.53,11.3,D
-42.42042,147.43649,345.94,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,287.91,10.69,D
-42.41973,147.47841,336.89,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,287.76,4.5,D
-42.4184,147.62068,339.18,0.55,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,289.02,6.52,D
-42.4178,147.43405,339.69,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,288.68,11.3,D
-42.4173,147.4704,328.61,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,284.94,79.23,D
-42.41728,147.47618,356.8,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,301.65,21.43,D
-42.417,147.62718,344.68,0.55,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,295.29,33.64,D
-42.41663,147.43486,344.92,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,286.97,12.81,D
-42.41591,147.47691,354.25,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,306.38,79.23,D
-42.41591,147.4827,346.76,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,292.58,21.43,D
-42.41451,147.48344,343.59,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,297.5,59.28,D
-42.41209,147.47534,367.0,0.54,0.42,2026-05-21,440,N,VIIRS,l,2.0NRT,331.72,79.23,D
-42.41209,147.48117,339.39,0.54,0.42,2026-05-21,440,N,VIIRS,l,2.0NRT,312.36,131.03,D
-42.41069,147.48187,342.6,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,303.71,59.28,D
-42.40966,147.47301,283.02,0.54,0.42,2026-05-21,440,N,VIIRS,l,2.0NRT,307.96,131.03,D
-42.40829,147.47371,338.9,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,295.02,71.3,D
-42.40829,147.47951,345.63,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,292.6,131.03,D
-42.40691,147.48018,326.6,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,282.93,17.14,D
-42.05738,147.7943,327.97,0.56,0.43,2026-05-21,440,N,VIIRS,n,2.0NRT,284.0,7.01,D
-41.81561,147.02786,326.3,0.53,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,287.33,3.31,D
-41.64507,147.39507,331.13,0.55,0.43,2026-05-21,440,N,VIIRS,n,2.0NRT,286.81,3.68,D
-41.51791,147.07974,334.7,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,283.21,8.92,D
-41.35097,146.70822,328.49,0.52,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,284.45,5.48,D
-41.3503,146.71274,327.89,0.53,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,284.47,4.58,D
-41.34401,147.92076,338.97,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,286.97,11.21,D
-41.33994,147.91956,345.33,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,300.01,32.14,D
-41.33885,147.92448,337.76,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,285.46,32.14,D
-41.33281,147.93217,346.7,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,292.69,15.06,D
-41.33186,147.93649,339.64,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,286.82,12.13,D
-41.33082,147.92155,355.31,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,302.34,48.51,D
-41.32978,147.92625,357.12,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,294.16,68.29,D
-41.32877,147.93082,357.61,0.39,0.44,2026-05-21,440,N,VIIRS,l,2.0NRT,289.97,68.29,D
-41.32791,147.91516,335.91,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,283.69,48.51,D
-41.32781,147.93517,353.31,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,303.02,66.9,D
-41.32683,147.92003,355.16,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,290.1,48.51,D
-41.32682,147.93964,340.44,0.4,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,291.17,66.9,D
-41.32475,147.92937,367.0,0.39,0.44,2026-05-21,440,N,VIIRS,h,2.0NRT,325.84,68.29,D
-41.32468,147.92039,330.62,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,283.68,11.07,D
-41.32365,147.92513,338.55,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,306.37,139.13,D
-41.32274,147.93845,341.84,0.4,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,288.41,66.9,D
-41.32178,147.92323,329.41,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,283.06,4.74,D
-41.32167,147.93427,349.17,0.4,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,291.55,46.04,D
-41.32073,147.92792,330.09,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,284.03,4.74,D
-41.31971,147.93253,333.28,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,283.49,5.84,D
-41.21782,147.68323,334.28,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,285.09,5.28,D
-41.18498,146.93903,352.32,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,291.32,13.08,D
-41.18366,146.94537,344.67,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,291.45,18.95,D
-41.17642,146.88098,331.87,0.54,0.42,2026-05-21,440,N,VIIRS,n,2.0NRT,285.55,4.27,D
-41.1462,147.64362,346.22,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,288.17,12.95,D
-41.11343,147.65625,337.78,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,287.63,3.14,D
-41.10946,147.65469,337.97,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,287.45,6.8,D
-40.94811,147.63062,355.62,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,289.15,7.05,D
-40.92569,147.71255,330.15,0.39,0.44,2026-05-21,440,N,VIIRS,n,2.0NRT,288.35,2.63,D
-37.92656,142.67677,325.11,0.42,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,286.64,1.08,D
-37.81189,143.20561,328.26,0.44,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,287.54,2.29,D
-37.66996,143.1328,332.14,0.44,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,290.8,2.43,D
-37.6672,143.13522,332.21,0.44,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,293.15,7.04,D
-37.66644,143.13177,339.33,0.44,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,292.3,5.55,D
-37.63815,142.76154,344.52,0.43,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,286.1,7.16,D
-37.16046,143.04254,332.03,0.44,0.39,2026-05-21,442,N,VIIRS,n,2.0NRT,287.32,3.94,D
-36.96299,142.24908,330.21,0.42,0.38,2026-05-21,442,N,VIIRS,n,2.0NRT,292.36,2.55,D
-36.92031,143.05708,330.02,0.45,0.39,2026-05-21,442,N,VIIRS,n,2.0NRT,290.71,2.77,D
-36.89165,143.42882,327.81,0.46,0.39,2026-05-21,442,N,VIIRS,n,2.0NRT,289.75,2.51,D
-36.88806,143.42776,332.26,0.46,0.39,2026-05-21,442,N,VIIRS,n,2.0NRT,289.62,3.01,D
-36.78495,140.46196,341.94,0.39,0.36,2026-05-21,442,N,VIIRS,n,2.0NRT,288.7,4.71,D
-36.38074,145.13351,328.89,0.55,0.43,2026-05-21,442,N,VIIRS,n,2.0NRT,289.52,7.87,D
-36.26842,143.51871,328.28,0.47,0.4,2026-05-21,442,N,VIIRS,n,2.0NRT,290.61,19.28,D
-36.26377,143.52295,336.47,0.47,0.4,2026-05-21,442,N,VIIRS,n,2.0NRT,294.91,19.28,D
-36.25032,145.56027,335.87,0.39,0.44,2026-05-21,442,N,VIIRS,n,2.0NRT,294.98,14.06,D
-36.24942,145.56458,349.68,0.39,0.44,2026-05-21,442,N,VIIRS,n,2.0NRT,297.89,14.06,D
-36.17588,140.92395,326.36,0.4,0.37,2026-05-21,442,N,VIIRS,n,2.0NRT,293.26,2.4,D
-36.17399,140.9142,328.76,0.4,0.37,2026-05-21,442,N,VIIRS,n,2.0NRT,291.03,1.55,D
-36.16397,140.76413,328.66,0.4,0.37,2026-05-21,442,N,VIIRS,n,2.0NRT,290.74,2.79,D
-36.16061,140.76328,326.07,0.4,0.37,2026-05-21,442,N,VIIRS,n,2.0NRT,289.73,2.79,D
-35.92305,146.20818,330.51,0.42,0.45,2026-05-21,442,N,VIIRS,n,2.0NRT,291.69,2.44,D
-35.61644,145.97636,338.74,0.42,0.45,2026-05-21,442,N,VIIRS,n,2.0NRT,293.97,6.21,D
-35.6123,145.97505,331.78,0.42,0.45,2026-05-21,442,N,VIIRS,n,2.0NRT,294.83,3.64,D
-35.55945,148.22403,340.69,0.55,0.51,2026-05-21,442,N,VIIRS,n,2.0NRT,287.79,10.67,D
-35.55479,148.22249,329.14,0.55,0.51,2026-05-21,442,N,VIIRS,n,2.0NRT,286.24,3.97,D
-35.55021,148.22067,327.12,0.55,0.51,2026-05-21,442,N,VIIRS,n,2.0NRT,287.26,3.97,D
