latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-15.41271,131.06256,341.58,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.07,43.79,D
-15.41194,131.27257,330.23,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.89,1.87,D
-15.40762,141.61241,341.7,0.57,0.52,2026-05-21,449,N,VIIRS,n,2.0NRT,297.87,6.39,D
-15.40663,143.49809,327.28,0.38,0.59,2026-05-21,449,N,VIIRS,n,2.0NRT,287.74,3.4,D
-15.40635,141.6136,340.24,0.57,0.52,2026-05-21,449,N,VIIRS,n,2.0NRT,297.38,6.62,D
-15.40539,131.2393,330.59,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.02,3.72,D
-15.40519,143.50517,327.19,0.38,0.59,2026-05-21,449,N,VIIRS,n,2.0NRT,287.33,2.76,D
-15.40267,129.87624,342.89,0.49,0.41,2026-05-21,449,N,VIIRS,n,2.0NRT,313.33,74.65,D
-15.40249,131.2594,338.2,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.76,11.17,D
-15.40192,131.26337,334.05,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.9,4.6,D
-15.40187,131.23883,333.65,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,296.52,3.72,D
-15.40167,131.11469,336.97,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.37,3.16,D
-15.39891,129.87567,357.19,0.49,0.41,2026-05-21,449,N,VIIRS,n,2.0NRT,306.4,49.39,D
-15.39619,144.30746,325.5,0.43,0.62,2026-05-21,449,N,VIIRS,l,2.0NRT,296.04,2.72,D
-15.39536,144.31151,337.44,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.38,5.61,D
-15.39219,144.298,337.2,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.27,6.59,D
-15.39135,144.30211,335.73,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.57,8.18,D
-15.38666,131.2448,339.82,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.38,4.58,D
-15.38477,131.18272,331.74,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.93,4.35,D
-15.38245,144.28758,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,299.1,15.56,D
-15.38163,144.29156,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,299.59,15.8,D
-15.38081,144.29558,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,298.79,15.8,D
-15.37888,131.1736,332.18,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.36,1.95,D
-15.37675,144.28647,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,296.28,15.56,D
-15.37614,131.24318,335.99,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.53,4.75,D
-15.37592,144.29048,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,300.24,15.8,D
-15.37557,131.24716,344.7,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,301.87,4.75,D
-15.37509,144.29448,345.67,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.78,15.8,D
-15.375,131.25113,334.96,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.13,5.07,D
-15.37343,144.30255,325.08,0.43,0.62,2026-05-21,449,N,VIIRS,l,2.0NRT,296.93,11.21,D
-15.3726,144.30658,331.29,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,297.21,5.43,D
-15.37241,144.33643,337.2,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.15,5.56,D
-15.37223,131.29553,335.52,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.34,4.68,D
-15.37206,131.24661,339.55,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.02,4.75,D
-15.36979,131.26253,330.69,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.25,1.87,D
-15.36938,144.2934,340.38,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.74,3.61,D
-15.36873,131.295,343.77,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.9,5.25,D
-15.36694,131.28253,333.76,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.05,5.63,D
-15.36628,131.26201,341.96,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.66,4.85,D
-15.36334,131.25751,338.62,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.72,4.85,D
-15.3621,131.24104,341.29,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.72,5.01,D
-15.36117,144.30437,333.55,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,297.09,3.68,D
-15.3604,131.25301,333.82,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.26,5.0,D
-15.36034,144.30841,330.0,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.12,3.68,D
-15.35746,131.24852,337.57,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.72,5.0,D
-15.35689,131.25249,351.76,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.08,5.0,D
-15.35395,131.24797,350.4,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.37,7.21,D
-15.35281,131.256,331.52,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.29,7.67,D
-15.34987,131.25145,337.81,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.01,7.21,D
-15.34496,144.41159,331.43,0.44,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,293.86,3.77,D
-15.34101,144.48872,326.76,0.44,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.16,3.27,D
-15.34015,144.49289,329.95,0.44,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,294.57,3.27,D
-15.33765,131.26184,340.97,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.35,4.98,D
-15.31775,131.25058,367.0,0.43,0.38,2026-05-21,449,N,VIIRS,h,2.0NRT,304.29,31.62,D
-15.3148,131.24603,351.93,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,301.19,22.0,D
-15.3143,130.99803,336.46,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.47,4.0,D
-15.31143,144.6317,337.89,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,290.35,9.17,D
-15.30723,131.24896,334.27,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,301.96,6.69,D
-15.30667,131.25298,332.49,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.3,6.69,D
-15.30372,131.24843,335.72,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.6,3.93,D
-15.30354,131.24869,332.4,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.88,3.25,D
-15.30344,131.3015,343.4,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.14,7.48,D
-15.30288,131.30548,337.9,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.42,3.22,D
-15.30232,131.30946,330.07,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.86,3.22,D
-15.30176,131.31343,334.47,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.74,4.19,D
-15.26988,131.13277,340.67,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.22,7.54,D
-15.26979,144.62743,332.29,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,293.93,4.07,D
-15.26587,131.0079,346.32,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.93,4.18,D
-15.26233,131.0074,337.21,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.18,4.18,D
-15.2565,144.22968,326.75,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.19,4.02,D
-15.24827,131.15845,333.85,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.38,3.23,D
-15.24475,131.15793,353.81,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,303.31,17.33,D
-15.24123,131.15741,337.4,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.73,17.33,D
-15.24032,131.08708,332.73,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.55,4.57,D
-15.23326,131.08604,342.64,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.39,6.53,D
-15.23269,131.09009,344.5,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.99,6.35,D
-15.23117,144.64401,340.22,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,296.89,4.39,D
-15.23036,144.64131,367.0,0.45,0.63,2026-05-21,449,N,VIIRS,h,2.0NRT,296.99,10.01,D
-15.23029,144.6483,327.2,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,296.65,4.39,D
-15.22945,144.64557,355.22,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,298.79,10.01,D
-15.22941,144.65259,338.41,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,296.65,4.41,D
-15.22855,144.64983,347.14,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,297.58,7.85,D
-15.22853,144.65689,328.32,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,296.3,4.41,D
-15.22764,144.65411,341.15,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,296.45,7.85,D
-15.22761,144.39781,335.76,0.44,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.45,6.13,D
-15.22622,144.63849,341.38,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,294.41,9.25,D
-15.22534,144.64278,367.0,0.45,0.63,2026-05-21,449,N,VIIRS,h,2.0NRT,299.88,18.31,D
-15.2251,144.23421,328.63,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.03,8.82,D
-15.22476,131.14671,336.56,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.85,7.75,D
-15.22446,144.64705,367.0,0.45,0.63,2026-05-21,449,N,VIIRS,h,2.0NRT,299.12,18.31,D
-15.2242,131.15074,352.35,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,301.64,7.75,D
-15.22181,131.14214,344.26,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.81,3.97,D
-15.22124,131.14618,344.17,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.39,7.75,D
-15.22075,144.23047,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,298.63,12.39,D
-15.22021,144.22903,367.0,0.43,0.62,2026-05-21,449,N,VIIRS,h,2.0NRT,297.13,11.23,D
-15.21992,144.23444,341.72,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.28,13.7,D
-15.21941,144.23302,355.39,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.89,8.82,D
-15.21506,144.22931,338.93,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.28,4.06,D
-15.21322,131.07597,340.38,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.33,5.04,D
-15.21255,131.00517,331.18,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,299.63,3.01,D
-15.20837,144.66602,334.74,0.46,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,295.12,4.95,D
-15.20547,131.00409,334.65,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.97,2.04,D
-15.20025,144.64638,354.31,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,298.3,11.04,D
-15.19936,144.65065,367.0,0.45,0.63,2026-05-21,449,N,VIIRS,h,2.0NRT,298.16,11.04,D
-15.19787,131.05727,338.3,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,300.89,18.3,D
-15.1973,131.06128,357.66,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,302.42,17.06,D
-15.19672,131.06532,345.78,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.86,17.06,D
-15.19583,144.23232,348.12,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.36,4.73,D
-15.19434,131.05676,333.59,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.19,2.59,D
-15.19353,144.64941,343.42,0.45,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,295.77,11.04,D
-15.18445,144.2299,325.36,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.3,2.5,D
-15.18433,131.0511,334.67,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.45,3.87,D
-15.17553,131.06223,339.42,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.39,6.86,D
-15.16967,131.25417,336.91,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.26,2.88,D
-15.16343,144.18793,329.83,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.31,4.19,D
-15.16151,144.02644,326.03,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.8,3.77,D
-15.1599,144.02138,336.33,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.29,3.63,D
-15.15988,144.03429,332.08,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.4,5.21,D
-15.1591,144.02533,333.07,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.59,3.63,D
-15.15835,144.01347,330.63,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.25,6.11,D
-15.15752,144.03323,329.26,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.96,4.72,D
-15.15706,144.16148,340.77,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.43,12.69,D
-15.15681,143.99274,326.59,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.92,6.12,D
-15.15672,144.0213,333.1,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.07,3.77,D
-15.15623,144.1655,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,300.75,12.69,D
-15.1561,144.19476,326.92,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,294.87,2.28,D
-15.156,143.99664,325.83,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.92,3.89,D
-15.1554,144.16951,330.13,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.26,22.5,D
-15.15419,143.99152,325.66,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.76,5.13,D
-15.15365,143.97984,332.24,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.49,5.97,D
-15.1533,143.96692,327.37,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.65,3.27,D
-15.15139,144.16031,337.04,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,293.24,12.69,D
-15.15096,143.97858,328.42,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,293.89,6.62,D
-15.15079,143.95042,326.78,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.23,3.1,D
-15.15057,144.16428,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,300.37,12.69,D
-15.15046,131.11211,347.43,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.59,8.89,D
-15.15003,143.95422,340.75,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.59,6.45,D
-15.14986,143.92619,340.95,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.61,4.27,D
-15.14972,143.89809,327.82,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.15,4.49,D
-15.14817,143.90578,325.69,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.99,6.85,D
-15.14739,143.90962,338.74,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.94,6.85,D
-15.14666,144.12616,334.36,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.67,3.1,D
-15.14661,143.91347,367.0,0.41,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,297.29,6.95,D
-15.14583,143.91731,328.87,0.41,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.89,6.95,D
-15.14572,144.15915,356.07,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.81,14.01,D
-15.14571,144.12143,327.78,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.51,3.67,D
-15.14492,144.12535,338.06,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.97,6.04,D
-15.1449,144.16312,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,298.81,14.01,D
-15.14419,144.15842,355.65,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.38,11.89,D
-15.14415,143.89693,342.32,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.65,4.49,D
-15.14339,144.1624,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,298.42,11.89,D
-15.14337,143.90076,344.71,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.63,4.49,D
-15.13843,131.04408,345.14,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,297.94,7.9,D
-15.13823,144.19519,326.12,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.01,3.48,D
-15.13739,144.19922,325.91,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.86,3.22,D
-15.1372,131.30621,330.7,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.46,2.64,D
-15.13613,144.19861,328.59,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.6,3.69,D
-15.13353,144.16086,328.93,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.0,7.13,D
-15.13271,144.16479,335.53,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.1,7.16,D
-15.13204,144.1601,333.89,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.72,8.45,D
-15.13171,144.19806,333.0,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.25,3.22,D
-15.13124,144.16406,341.83,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.15,10.21,D
-15.13045,144.19742,337.92,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,296.87,3.69,D
-15.12967,144.12276,343.68,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.48,4.06,D
-15.12885,144.12668,326.65,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.41,4.06,D
-15.12793,144.12189,342.07,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.09,3.5,D
-15.12786,144.15968,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,298.53,7.13,D
-15.12713,144.12582,330.43,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.03,3.5,D
-15.12704,144.16362,331.26,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.65,7.16,D
-15.12637,144.15891,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,299.06,8.45,D
-15.12557,144.16284,351.95,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,297.27,10.21,D
-15.12218,144.15852,354.18,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.19,15.27,D
-15.12137,144.16243,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,299.39,15.08,D
-15.12069,144.15773,335.18,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.24,10.51,D
-15.1199,144.16165,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,302.02,15.5,D
-15.11569,144.16127,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,297.97,15.08,D
-15.11433,143.78741,333.5,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,288.04,6.91,D
-15.11422,144.16049,353.78,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.23,15.5,D
-15.11177,143.78152,325.46,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.09,11.69,D
-15.11121,143.80263,331.7,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.18,4.73,D
-15.11101,143.78532,335.28,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,289.97,4.88,D
-15.11095,144.11836,329.45,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.16,4.56,D
-15.11087,131.06079,330.27,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.97,3.76,D
-15.11037,143.77861,340.39,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,291.5,7.35,D
-15.11014,144.12233,349.46,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.35,4.56,D
-15.10874,143.79678,345.42,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.76,5.48,D
-15.10855,144.1593,336.06,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,294.4,3.81,D
-15.10798,143.8006,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,291.57,10.44,D
-15.10774,143.77272,355.76,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,298.27,17.19,D
-15.10774,144.16327,325.74,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.5,3.81,D
-15.10724,143.79381,329.77,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,289.42,6.07,D
-15.107,143.77646,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,295.6,11.69,D
-15.10645,143.79764,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,291.15,6.07,D
-15.10639,143.7699,355.64,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,295.54,28.21,D
-15.10567,143.80144,332.85,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,289.87,4.73,D
-15.10562,143.77364,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,300.63,28.21,D
-15.10529,144.11717,332.71,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.73,6.14,D
-15.10485,143.77737,333.18,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,292.51,10.65,D
-15.10472,143.78793,349.83,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.9,4.88,D
-15.10396,143.79173,348.8,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.73,5.48,D
-15.10328,143.78499,348.23,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,291.75,5.5,D
-15.1032,143.79558,341.68,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.33,5.48,D
-15.10296,143.76776,351.06,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,299.61,25.42,D
-15.10249,143.78882,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,291.09,5.5,D
-15.10221,143.77151,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,297.94,25.42,D
-15.10206,144.16209,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,297.66,3.81,D
-15.1017,143.79263,326.6,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,289.55,9.3,D
-15.10163,143.76501,343.05,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,293.88,17.0,D
-15.10147,143.77525,331.12,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.63,8.22,D
-15.10122,144.66457,328.45,0.46,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,294.38,1.96,D
-15.10086,143.76874,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,304.4,28.21,D
-15.10072,143.77902,350.58,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,293.8,8.22,D
-15.10044,144.11198,349.01,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,296.68,7.46,D
-15.10009,143.77246,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,295.92,28.21,D
-15.09996,143.78285,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,292.23,3.79,D
-15.09963,144.11597,333.43,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.56,6.14,D
-15.09932,143.7762,339.58,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,293.56,10.65,D
-15.09919,143.78671,331.98,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,289.91,3.79,D
-15.09855,143.77994,346.29,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,291.76,10.65,D
-15.09778,131.03011,333.13,0.44,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,298.54,3.81,D
-15.09775,143.78378,341.11,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.51,5.5,D
-15.09742,143.76665,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,297.86,25.42,D
-15.09696,143.78763,334.06,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.32,5.5,D
-15.09667,143.77036,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,296.04,25.42,D
-15.09639,144.16092,367.0,0.42,0.61,2026-05-21,449,N,VIIRS,h,2.0NRT,299.99,18.09,D
-15.09609,143.76392,325.54,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,292.85,7.3,D
-15.09593,143.77411,330.76,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,293.56,8.22,D
-15.09557,144.16493,332.53,0.42,0.61,2026-05-21,449,N,VIIRS,n,2.0NRT,295.74,16.77,D
-15.09538,144.66328,331.88,0.46,0.63,2026-05-21,449,N,VIIRS,n,2.0NRT,292.26,1.96,D
-15.09532,143.76761,367.0,0.4,0.6,2026-05-21,449,N,VIIRS,h,2.0NRT,297.62,13.7,D
-15.09483,143.83762,326.04,0.41,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,290.99,5.7,D
-15.09472,144.19826,335.33,0.43,0.62,2026-05-21,449,N,VIIRS,n,2.0NRT,295.5,3.46,D
-15.09455,143.77135,343.09,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,294.52,13.7,D
-15.09442,143.78166,326.31,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,292.31,3.79,D
-15.09429,131.05449,339.61,0.43,0.38,2026-05-21,449,N,VIIRS,n,2.0NRT,296.48,3.94,D
-15.09365,143.78552,332.76,0.4,0.6,2026-05-21,449,N,VIIRS,n,2.0NRT,291.8,3.79,D
